lecture_id,campus,building,room_id
D0046,南大沢,12号,201
D0049,南大沢,1号,310
D0050,南大沢,1号,110
D0051,南大沢,1号,240
D0052,南大沢,6号,101
D0055,南大沢,1号,220
D0056,南大沢,1号,110
D0057,南大沢,1号,210
D0058,南大沢,1号,220
D0059,南大沢,1号,310
D0060,南大沢,12号,101
D0061,南大沢,1号,110
D0062,南大沢,1号,210
D0063,南大沢,1号,220
D0064,南大沢,1号,310
D0065,南大沢,12号,106
D0066,南大沢,1号,302
D0067,南大沢,6号,401
D0068,南大沢,1号,210
D0069,南大沢,1号,101
D0070,南大沢,1号,110
D0071,南大沢,1号,220
D0072,南大沢,1号,301
D0073,南大沢,1号,310
D0074,南大沢,1号,240
D0075,南大沢,1号,201
D0076,南大沢,1号,310
D0077,南大沢,1号,210
D0078,南大沢,1号,301
D0079,南大沢,1号,220
D0080,南大沢,1号,110
D0081,南大沢,1号,302
D0082,南大沢,1号,220
D0085,南大沢,1号,110
D0086,南大沢,1号,301
D0088,南大沢,8号,385
D0089,南大沢,1号,110
D0091,南大沢,1号,201
D0092,南大沢,1号,220
D0095,南大沢,1号,301
D0096,南大沢,1号,201
D0098,南大沢,8号,285
D0099,南大沢,8号,285
D0100,南大沢,1号,302
D0101,南大沢,8号,385
D0104,南大沢,8号,285
D0105,南大沢,1号,302
D0107,南大沢,1号,302
D0108,南大沢,1号,302
D0109,南大沢,1号,201
D0110,南大沢,1号,110
D0111,南大沢,1号,240
D0112,南大沢,1号,220
D0113,南大沢,11号,103
D0113,南大沢,8号,285
D0114,南大沢,1号,201
D0115,南大沢,1号,201
D0116,南大沢,1号,220
D0117,南大沢,1号,210
D0118,南大沢,1号,110
D0119,南大沢,8号,385
D0120,南大沢,1号,302
D0121,南大沢,1号,310
D0122,南大沢,1号,301
D0123,南大沢,1号,220
D0125,南大沢,6号,101
D0126,南大沢,1号,210
D0127,南大沢,6号,401
D0130,南大沢,1号,101
D0131,南大沢,1号,301
D0132,南大沢,1号,303
D0133,南大沢,1号,302
D0134,南大沢,1号,303
D0135,南大沢,1号,303
D0136,南大沢,1号,201
D0137,南大沢,1号,302
E0001,南大沢,6号,205
E0002,南大沢,6号,313
E0004,南大沢,1号,303
E0014,南大沢,6号,205
E0017,南大沢,1号,308
E0021,南大沢,11号,102
E0023,南大沢,6号,402
F0001,南大沢,1号,204
F0002,南大沢,1号,201
F0003,南大沢,6号,401
F0004,南大沢,1号,104
F0005,南大沢,1号,208
F0006,南大沢,1号,208
F0007,南大沢,1号,203
F0008,南大沢,1号,104
F0009,南大沢,6号,208
F0010,南大沢,6号,203
F0010,南大沢,6号,402
F0012,南大沢,6号,305
F0014,南大沢,5号,142
F0015,南大沢,1号,304
F0016,南大沢,1号,304
F0017,南大沢,1号,304
F0018,南大沢,1号,304
F0019,南大沢,1号,202
F0021,南大沢,1号,204
F0023,南大沢,1号,109
F0024,南大沢,1号,330
F0025,南大沢,1号,105
F0026,南大沢,1号,330
F0027,南大沢,1号,304
F0029,南大沢,1号,208
F0030,南大沢,1号,208
F0032,南大沢,1号,109
F0033,南大沢,1号,109
F0034,南大沢,1号,340
F0301,南大沢,5号,137
F0302,南大沢,5号,423
F0303,南大沢,1号,109
F0304,南大沢,1号,202
F0305,南大沢,1号,309
F0307,南大沢,1号,305
F0308,南大沢,1号,107
F0310,南大沢,1号,107
F0311,南大沢,1号,308
F0312,南大沢,5号,134
F0313,南大沢,6号,307
F0314,南大沢,5号,139
F0315,南大沢,6号,105
F0316,南大沢,1号,305
F0317,南大沢,1号,309
F0318,南大沢,1号,305
F0319,南大沢,5号,123
F0320,南大沢,5号,131
F0322,南大沢,6号,207
F0323,南大沢,1号,206
F0601,南大沢,1号,304
F0602,南大沢,1号,304
F0603,南大沢,6号,401
F0604,南大沢,6号,401
F0605,南大沢,1号,309
F0606,南大沢,1号,309
F0609,南大沢,1号,301
F0610,南大沢,1号,301
F0611,南大沢,5号,142
F0612,南大沢,1号,209
F0613,南大沢,1号,209
F0614,南大沢,1号,209
F0615,南大沢,1号,109
F0616,南大沢,1号,109
F0618,南大沢,1号,206
F0619,南大沢,1号,206
F0620,南大沢,1号,206
F0621,南大沢,1号,202
F0622,南大沢,1号,202
F0624,南大沢,5号,134
F0625,南大沢,1号,209
F0626,南大沢,1号,209
F0627,南大沢,1号,206
F0628,南大沢,1号,206
F0629,南大沢,1号,205
F0630,南大沢,1号,303
F0633,南大沢,5号,131
F0634,南大沢,5号,131
F0635,南大沢,5号,131
F0636,南大沢,6号,204
F0637,南大沢,6号,301
F0637,南大沢,6号,302
F0638,南大沢,6号,301
F0638,南大沢,6号,302
F0639,南大沢,6号,301
F0639,南大沢,6号,302
F0640,南大沢,6号,301
F0640,南大沢,6号,302
F0642,南大沢,6号,212
F0644,南大沢,5号,142
F0646,南大沢,5号,123
F0646,南大沢,5号,131
F0653,南大沢,5号,142
F0655,南大沢,5号,123
F0656,南大沢,5号,253
F0657,南大沢,5号,253
F0658,南大沢,6号,204
F0659,南大沢,6号,204
F0660,南大沢,1号,209
F0662,南大沢,1号,206
F0663,南大沢,1号,206
F0664,南大沢,5号,253
F0669,南大沢,1号,109
F0670,南大沢,6号,101
F0671,南大沢,5号,142
F0674,南大沢,1号,109
F0901,南大沢,6号,402
F0902,南大沢,6号,402
F0903,南大沢,6号,402
F0904,南大沢,6号,402
F0905,南大沢,6号,401
F0906,南大沢,1号,104
F0907,南大沢,1号,104
F0908,南大沢,6号,402
F0909,南大沢,6号,402
F0910,南大沢,1号,101
F0911,南大沢,1号,301
F0912,南大沢,6号,101
F0913,南大沢,1号,205
F0914,南大沢,1号,110
F0915,南大沢,1号,204
F0916,南大沢,1号,303
F0919,南大沢,1号,302
F0920,南大沢,1号,205
F0922,南大沢,1号,301
F0923,南大沢,6号,110
F0924,南大沢,1号,301
F0928,南大沢,5号,134
F0929,南大沢,6号,401
F0930,南大沢,6号,402
F0932,南大沢,5号,131
F0933,南大沢,5号,142
F0934,南大沢,5号,123
F0935,南大沢,5号,142
F0936,南大沢,5号,139
F0937,南大沢,5号,137
F0938,南大沢,5号,123
F0939,南大沢,5号,642
F0940,南大沢,5号,642
F0941,南大沢,6号,302
F0942,南大沢,1号,208
F0943,南大沢,5号,131
F0944,南大沢,5号,123
F0946,南大沢,6号,101
F1201,南大沢,1号,110
F1202,南大沢,1号,210
F1203,南大沢,1号,220
F1204,南大沢,1号,220
F1205,南大沢,1号,201
F1206,南大沢,1号,220
F1208,南大沢,1号,310
F1209,南大沢,1号,220
F1211,南大沢,1号,210
F1212,南大沢,1号,210
F1213,南大沢,1号,220
F1214,南大沢,1号,220
F1215,南大沢,1号,210
F1216,南大沢,1号,210
F1217,南大沢,1号,210
F1218,南大沢,1号,220
F1220,南大沢,1号,210
F1221,南大沢,1号,110
F1222,南大沢,6号,402
F1223,南大沢,5号,142
F1224,南大沢,1号,208
F1225,南大沢,1号,102
F1226,南大沢,1号,202
F1227,南大沢,1号,102
F1228,南大沢,1号,204
F1229,南大沢,1号,208
F1230,南大沢,1号,309
F1231,南大沢,1号,309
F1232,南大沢,5号,131
F1233,南大沢,6号,404
F1234,南大沢,6号,401
F1235,南大沢,1号,109
F1236,南大沢,6号,402
F1237,南大沢,6号,402
F1238,南大沢,6号,104
F1239,南大沢,6号,402
F1240,南大沢,6号,213
F1241,南大沢,5号,131
F1242,南大沢,1号,309
F1243,南大沢,1号,309
F1244,南大沢,6号,204
F1245,南大沢,1号,206
F1248,南大沢,5号,137
F1252,南大沢,1号,101
F1253,南大沢,1号,209
F1255,南大沢,1号,302
F1256,南大沢,1号,202
F1257,南大沢,1号,309
F1262,南大沢,5号,121
F1263,南大沢,5号,142
F1265,南大沢,6号,402
F1266,南大沢,6号,402
F1269,南大沢,6号,101
F1270,南大沢,6号,101
F1271,南大沢,1号,208
F1272,南大沢,1号,103
F1273,南大沢,1号,104
F1276,南大沢,6号,402
F1286,南大沢,1号,303
F1501,南大沢,5号,131
F1502,南大沢,5号,131
F1503,南大沢,5号,123
F1504,南大沢,6号,309
F1505,南大沢,5号,137
F1506,南大沢,5号,123
F1507,南大沢,5号,123
F1508,南大沢,6号,313
F1509,南大沢,6号,404
F1510,南大沢,6号,206
F1512,南大沢,5号,123
F1513,南大沢,5号,123
F1514,南大沢,5号,123
F1515,南大沢,5号,123
F1516,南大沢,5号,123
F1517,南大沢,5号,319
F1518,南大沢,5号,319
F1519,南大沢,5号,319
F1520,南大沢,5号,319
F1521,南大沢,5号,319
F1522,南大沢,5号,319
F1523,南大沢,5号,123
F1527,南大沢,1号,302
F1528,南大沢,5号,139
F1529,南大沢,6号,206
F1530,南大沢,6号,206
F1531,南大沢,6号,206
F1532,南大沢,1号,304
F1533,南大沢,5号,455
F1534,南大沢,5号,455
F1538,南大沢,1号,220
F1801,南大沢,5号,131
F1802,南大沢,6号,404
F1803,南大沢,5号,134
F1804,南大沢,6号,313
F1805,南大沢,6号,313
F1806,南大沢,1号,350
F1807,南大沢,1号,350
F1808,南大沢,6号,313
F1809,南大沢,6号,313
F1810,南大沢,5号,134
F1811,南大沢,5号,134
F1812,南大沢,6号,204
F1813,南大沢,6号,205
F1814,南大沢,6号,212
F1815,南大沢,6号,212
F1816,南大沢,1号,109
F1817,南大沢,6号,206
F1820,南大沢,5号,137
F1821,南大沢,5号,142
F1824,南大沢,6号,206
F1825,南大沢,5号,131
F1826,南大沢,5号,131
F1827,南大沢,5号,131
F1828,南大沢,5号,137
F1829,南大沢,5号,636
F1830,南大沢,5号,636
F1831,南大沢,6号,403
F1832,南大沢,1号,305
F1833,南大沢,6号,403
F1836,南大沢,5号,137
F1837,南大沢,5号,137
F1841,南大沢,1号,205
F1843,南大沢,国際交流会館,231
F1844,南大沢,国際交流会館,231
F1845,南大沢,6号,203
F1846,南大沢,6号,203
F1847,南大沢,5号,636
F1848,南大沢,5号,636
F1849,南大沢,6号,210
F1850,南大沢,6号,210
F1851,南大沢,1号,305
F2101,南大沢,1号,208
F2102,南大沢,1号,208
F2103,南大沢,6号,101
F2104,南大沢,1号,205
F2105,南大沢,5号,416
F2106,南大沢,5号,416
F2109,南大沢,5号,134
F2113,南大沢,6号,212
F2114,南大沢,5号,416
F2116,南大沢,5号,139
F2117,南大沢,5号,416
F2118,南大沢,6号,313
F2120,南大沢,5号,131
F2121,南大沢,5号,420
F2122,南大沢,1号,107
F2123,南大沢,6号,205
F2124,南大沢,1号,303
F2125,南大沢,1号,104
F2126,南大沢,5号,142
F2127,南大沢,5号,139
F2130,南大沢,1号,302
F2131,南大沢,5号,139
F2132,南大沢,5号,416
F2133,南大沢,5号,416
F2134,南大沢,5号,416
F2135,南大沢,5号,416
F2136,南大沢,5号,416
F2137,南大沢,5号,416
F2138,南大沢,5号,416
F2139,南大沢,5号,420
F2140,南大沢,5号,416
F2141,南大沢,5号,420
F2142,南大沢,5号,420
F2144,南大沢,1号,208
F2145,南大沢,1号,208
F2146,南大沢,6号,101
F2147,南大沢,1号,205
F2148,南大沢,1号,302
F2149,南大沢,5号,139
F2151,南大沢,5号,420
F2152,南大沢,5号,420
F2153,南大沢,5号,416
F2154,南大沢,5号,416
F2156,南大沢,6号,201
F2157,南大沢,5号,137
F2401,南大沢,1号,105
F2402,南大沢,5号,131
F2403,南大沢,1号,102
F2404,南大沢,5号,131
F2405,南大沢,5号,131
F2406,南大沢,1号,109
F2407,南大沢,1号,310
F2408,南大沢,1号,310
F2409,南大沢,6号,401
F2411,南大沢,1号,205
F2412,南大沢,1号,109
F2413,南大沢,1号,204
F2414,南大沢,6号,208
F2415,南大沢,1号,201
F2416,南大沢,5号,139
F2417,南大沢,1号,303
F2418,南大沢,1号,302
F2419,南大沢,1号,109
F2420,南大沢,6号,402
F2421,南大沢,1号,301
F2422,南大沢,1号,206
F2423,南大沢,5号,123
F2424,南大沢,1号,101
F2425,南大沢,1号,205
F2426,南大沢,1号,301
F2427,南大沢,6号,402
F2428,南大沢,5号,436
F2429,南大沢,5号,436
F2430,南大沢,5号,134
F2431,南大沢,1号,104
F2432,南大沢,1号,107
F2433,南大沢,1号,107
F2434,南大沢,1号,109
F2435,南大沢,1号,104
F2436,南大沢,5号,436
F2437,南大沢,5号,436
F2438,南大沢,5号,436
F2439,南大沢,5号,436
F2440,南大沢,5号,137
F2441,南大沢,5号,137
F2442,南大沢,5号,134
F2443,南大沢,5号,134
F2444,南大沢,5号,134
F2446,南大沢,5号,134
F2448,南大沢,5号,436
F2449,南大沢,5号,436
F2450,南大沢,5号,436
F2451,南大沢,5号,436
F2452,南大沢,5号,134
F2453,南大沢,5号,134
F2454,南大沢,5号,137
F2455,南大沢,5号,137
F2456,南大沢,5号,332
F2457,南大沢,5号,332
F2458,南大沢,5号,332
F2459,南大沢,5号,332
F2460,南大沢,5号,142
F2461,南大沢,5号,142
F2462,南大沢,5号,142
F2463,南大沢,5号,142
F2464,南大沢,5号,139
F2465,南大沢,5号,139
F2466,南大沢,5号,139
F2467,南大沢,5号,139
F2468,南大沢,5号,131
F2469,南大沢,5号,131
F2470,南大沢,5号,131
F2471,南大沢,5号,131
F2472,南大沢,5号,142
F2473,南大沢,5号,139
F2474,南大沢,5号,137
F2475,南大沢,5号,137
F2479,南大沢,5号,433
F2480,南大沢,5号,433
F2481,南大沢,5号,433
F2482,南大沢,5号,433
F2483,南大沢,5号,436
F2487,南大沢,1号,310
F2488,南大沢,1号,310
F2489,南大沢,6号,401
F2490,南大沢,1号,310
F2491,南大沢,1号,310
F2492,南大沢,1号,210
F2493,南大沢,1号,210
F2494,南大沢,1号,320
F2496,南大沢,1号,210
F2497,南大沢,91年館,91年館実習室
F2499,南大沢,1号,209
F2500,南大沢,6号,201
F2701,南大沢,6号,403
F2702,南大沢,1号,308
F2704,南大沢,6号,403
F2706,南大沢,1号,110
F2708,南大沢,1号,202
F2709,南大沢,6号,403
F2710,南大沢,6号,403
F2711,南大沢,1号,107
F2712,南大沢,1号,202
F2714,南大沢,6号,207
F2715,南大沢,1号,304
F2716,南大沢,1号,309
F2717,南大沢,1号,309
F2718,南大沢,1号,103
F2719,南大沢,AV棟,263
F2720,南大沢,6号,404
F2723,南大沢,5号,651
F2724,南大沢,5号,651
F2727,南大沢,1号,202
F2729,南大沢,1号,104
F2730,南大沢,1号,209
F2731,南大沢,1号,209
F2732,南大沢,5号,137
F2733,南大沢,5号,137
F2734,南大沢,6号,203
F2735,南大沢,6号,203
F2736,南大沢,1号,309
F2737,南大沢,1号,109
F2738,南大沢,1号,201
F2739,南大沢,1号,203
F2740,南大沢,AV棟,163
F2741,南大沢,1号,220
F2742,南大沢,1号,101
F2743,南大沢,1号,203
F2745,南大沢,1号,104
F2746,南大沢,1号,302
F2747,南大沢,5号,139
F2748,南大沢,AV棟,163
F2751,南大沢,1号,103
F2752,南大沢,6号,403
F2753,南大沢,6号,403
F2755,南大沢,1号,304
F2756,南大沢,1号,308
F3001,南大沢,1号,204
F3003,南大沢,1号,201
F3004,南大沢,1号,201
F3005,南大沢,6号,208
F3007,南大沢,6号,208
F3008,南大沢,1号,202
F3009,南大沢,1号,202
F3010,南大沢,1号,209
F3011,南大沢,1号,209
F3012,南大沢,1号,102
F3013,南大沢,1号,102
F3014,南大沢,6号,207
F3015,南大沢,1号,302
F3018,南大沢,5号,614
F3019,南大沢,5号,614
F3020,南大沢,6号,303
F3021,南大沢,6号,303
F3022,南大沢,5号,614
F3023,南大沢,5号,131
F3024,南大沢,5号,614
F3025,南大沢,1号,107
F3026,南大沢,1号,107
F3027,南大沢,1号,203
F3028,南大沢,1号,203
F3033,南大沢,1号,309
F3034,南大沢,1号,309
F3038,南大沢,6号,207
F3039,南大沢,1号,302
F3042,南大沢,5号,614
F3043,南大沢,5号,614
F3044,南大沢,6号,303
F3045,南大沢,6号,303
F3046,南大沢,5号,614
F3047,南大沢,5号,131
F3048,南大沢,5号,614
F3049,南大沢,1号,107
F3050,南大沢,1号,107
F3051,南大沢,1号,203
F3052,南大沢,1号,203
F3057,南大沢,1号,204
F3058,南大沢,1号,304
F3059,南大沢,1号,304
F3060,南大沢,6号,106
F3061,南大沢,6号,106
F3063,南大沢,1号,102
F3064,南大沢,1号,103
F3065,南大沢,1号,103
F3066,南大沢,1号,206
F3067,南大沢,6号,106
F3068,南大沢,6号,106
F3069,南大沢,1号,206
F3070,南大沢,1号,102
F3071,南大沢,6号,104
F3072,南大沢,1号,102
F3073,南大沢,1号,103
F3074,南大沢,1号,103
F3075,南大沢,1号,206
F3076,南大沢,1号,102
F3304,南大沢,5号,314
F3305,南大沢,5号,314
F3308,南大沢,6号,313
F3309,南大沢,6号,313
F3310,南大沢,1号,104
F3311,南大沢,1号,104
F3312,南大沢,AV棟,163
F3313,南大沢,AV棟,163
F3314,南大沢,6号,106
F3315,南大沢,6号,105
F3316,南大沢,6号,105
F3317,南大沢,5号,134
F3318,南大沢,5号,314
F3319,南大沢,5号,314
F3320,南大沢,5号,314
F3322,南大沢,5号,314
F3323,南大沢,5号,314
F3325,南大沢,5号,314
F3326,南大沢,5号,314
F3327,南大沢,5号,314
F3328,南大沢,6号,213
F3329,南大沢,5号,314
F3332,南大沢,5号,314
F3333,南大沢,5号,314
F3334,南大沢,5号,314
F3335,南大沢,5号,314
F3336,南大沢,5号,314
F3337,南大沢,5号,314
F3338,南大沢,5号,314
F3339,南大沢,5号,314
F3340,南大沢,5号,314
F3601,南大沢,6号,105
F3602,南大沢,6号,105
F3603,南大沢,1号,103
F3604,南大沢,6号,209
F3605,南大沢,6号,205
F3607,南大沢,1号,107
F3608,南大沢,1号,107
F3611,南大沢,6号,106
F3612,南大沢,5号,443
F3614,南大沢,5号,131
F3615,南大沢,5号,131
F3616,南大沢,1号,102
F3617,南大沢,1号,102
F3620,南大沢,6号,403
F3621,南大沢,6号,403
F3622,南大沢,5号,137
F3623,南大沢,5号,443
F3624,南大沢,5号,443
F3625,南大沢,5号,443
F3626,南大沢,5号,443
F3627,南大沢,5号,443
F3628,南大沢,5号,443
F3629,南大沢,5号,131
F3630,南大沢,5号,131
F3631,南大沢,6号,104
F3632,南大沢,6号,104
F3633,南大沢,5号,443
F3634,南大沢,5号,443
F3635,南大沢,1号,305
F3636,南大沢,1号,305
F3637,南大沢,1号,305
F3638,南大沢,6号,207
F3639,南大沢,6号,207
F3640,南大沢,5号,443
F3641,南大沢,1号,305
F3642,南大沢,1号,305
F3645,南大沢,6号,213
F3646,南大沢,6号,213
F3649,南大沢,1号,102
F3650,南大沢,1号,102
F3651,南大沢,5号,137
F3652,南大沢,6号,209
F3653,南大沢,5号,443
F3654,南大沢,5号,443
F3655,南大沢,5号,443
F3901,南大沢,AV棟,163
F3902,南大沢,AV棟,163
F3903,南大沢,5号,653
F3904,南大沢,5号,653
F3905,南大沢,5号,653
F3906,南大沢,5号,653
F3907,南大沢,AV棟,263
F3908,南大沢,AV棟,263
F3909,南大沢,5号,653
F3910,南大沢,5号,653
F3911,南大沢,5号,653
F3912,南大沢,5号,653
F3913,南大沢,5号,653
F3914,南大沢,5号,134
F3915,南大沢,5号,653
F3916,南大沢,5号,653
F3917,南大沢,5号,653
F3918,南大沢,5号,653
F3919,南大沢,5号,653
F3920,南大沢,5号,653
F3921,南大沢,5号,653
F3922,南大沢,5号,653
F3923,南大沢,5号,653
F3924,南大沢,5号,653
F3925,南大沢,5号,653
F3926,南大沢,5号,653
F3927,南大沢,5号,653
F3928,南大沢,5号,653
F3929,南大沢,5号,653
F3930,南大沢,5号,653
F3931,南大沢,5号,653
F3932,南大沢,5号,653
F3933,南大沢,5号,653
F3934,南大沢,5号,653
F3935,南大沢,5号,653
F3936,南大沢,5号,653
F4201,南大沢,5号,137
F4202,南大沢,AV棟,163
F4203,南大沢,5号,504
F4204,南大沢,5号,504
F4205,南大沢,5号,504
F4206,南大沢,1号,209
F4207,南大沢,5号,504
F4208,南大沢,5号,504
F4209,南大沢,6号,211
F4210,南大沢,5号,504
F4211,南大沢,5号,504
F4212,南大沢,AV棟,163
F4213,南大沢,5号,139
F4214,南大沢,5号,504
F4215,南大沢,5号,504
F4216,南大沢,AV棟,163
F4217,南大沢,5号,504
F4219,南大沢,5号,504
F4220,南大沢,5号,504
F4221,南大沢,5号,504
F4222,南大沢,5号,131
F4223,南大沢,5号,139
F4224,南大沢,6号,205
F4225,南大沢,6号,205
F4226,南大沢,6号,205
F4227,南大沢,6号,205
F4228,南大沢,5号,504
F4229,南大沢,5号,504
F4230,南大沢,AV棟,163
F4231,南大沢,AV棟,163
F4232,南大沢,5号,504
F4233,南大沢,5号,504
F4234,南大沢,5号,139
F4235,南大沢,5号,139
F4239,南大沢,5号,504
G0001,南大沢,6号,101
G0002,南大沢,AV棟,263
G0004,南大沢,1号,120
G0004,南大沢,1号,210
G0007,南大沢,1号,120
G0009,南大沢,1号,220
G0010,南大沢,1号,220
G0012,南大沢,1号,206
G0013,南大沢,4号,113
G0016,南大沢,1号,210
G0017,南大沢,1号,240
G0018,南大沢,1号,203
G0019,南大沢,4号,113
G0020,南大沢,4号,113
G0021,南大沢,1号,203
G0022,南大沢,1号,220
G0023,南大沢,6号,401
G0024,南大沢,1号,308
G0025,南大沢,1号,230
G0026,南大沢,1号,309
G0027,南大沢,1号,107
G0030,南大沢,4号,115
G0031,南大沢,4号,112
G0032,南大沢,6号,101
G0036,南大沢,4号,101
G0038,南大沢,1号,230
G0040,南大沢,1号,120
G0041,南大沢,1号,240
G0042,南大沢,1号,308
G0043,南大沢,4号,115
G0044,南大沢,1号,120
G0045,南大沢,1号,308
G0046,南大沢,1号,303
G0048,南大沢,1号,120
G0049,南大沢,4号,112
G0052,南大沢,1号,201
G0053,南大沢,6号,210
G0054,南大沢,4号,101
G0055,南大沢,1号,110
G0056,南大沢,4号,101
G0058,南大沢,6号,401
G0059,南大沢,4号,101
G0060,南大沢,4号,101
G0062,南大沢,1号,201
G0066,南大沢,1号,120
G0069,南大沢,1号,303
G0070,南大沢,1号,310
G0071,南大沢,1号,203
G0072,南大沢,1号,230
G0073,南大沢,1号,120
G0074,南大沢,1号,308
G0076,南大沢,1号,120
G0080,南大沢,4号,118
G0081,南大沢,4号,113
G0084,南大沢,4号,101
G0088,南大沢,1号,301
G0089,南大沢,1号,210
G0091,南大沢,1号,209
G0093,南大沢,1号,240
G0094,南大沢,1号,101
G0095,南大沢,4号,113
G0096,南大沢,1号,240
G0097,南大沢,1号,209
G0098,南大沢,4号,115
G0099,南大沢,4号,115
G0102,南大沢,4号,113
G0108,南大沢,4号,112
G0113,南大沢,4号,112
G0116,南大沢,4号,101
G0125,南大沢,6号,106
G0127,南大沢,1号,203
G0128,南大沢,1号,303
G0129,南大沢,1号,102
G0130,南大沢,4号,113
G0131,南大沢,4号,113
G0132,南大沢,4号,115
G0133,南大沢,4号,101
G0137,南大沢,4号,118
G0138,南大沢,4号,101
G0142,南大沢,1号,209
G0145,南大沢,1号,147
G0146,南大沢,1号,147
G0147,南大沢,1号,303
G0149,南大沢,4号,115
G0150,南大沢,4号,115
G0152,南大沢,4号,115
G0153,南大沢,6号,202
G0154,南大沢,1号,208
G0155,南大沢,1号,208
G0156,南大沢,4号,113
G0157,南大沢,4号,113
G0158,南大沢,4号,101
G0159,南大沢,4号,101
G0160,南大沢,6号,202
G0161,南大沢,6号,206
G0162,南大沢,6号,202
H0003,南大沢,AV棟,263
H0004,南大沢,6号,110
H0015,南大沢,1号,310
H0031,南大沢,1号,240
H0033,南大沢,1号,101
H0047,南大沢,1号,210
H0061,南大沢,AV棟,263
H0066,南大沢,1号,230
H0074,南大沢,1号,240
H0086,南大沢,6号,101
H0101,南大沢,1号,240
H0201,南大沢,1号,310
H0207,南大沢,1号,120
H0208,南大沢,1号,110
H0211,南大沢,1号,230
H0212,南大沢,1号,240
H0213,南大沢,6号,101
H0227,南大沢,1号,310
H0233,南大沢,1号,240
H0243,南大沢,AV棟,263
H0245,南大沢,6号,110
H0252,南大沢,1号,120
H0255,南大沢,1号,230
H0258,南大沢,1号,301
H0273,南大沢,AV棟,263
H0276,南大沢,1号,210
H0279,南大沢,1号,310
H0400,南大沢,1号,120
H0401,南大沢,1号,201
H0403,南大沢,1号,205
H0404,南大沢,1号,120
H0405,南大沢,6号,110
H0407,南大沢,1号,240
H0408,南大沢,AV棟,263
H0411,南大沢,1号,240
H0414,南大沢,1号,203
H0415,南大沢,6号,110
H0417,南大沢,AV棟,263
H0421,南大沢,1号,230
H0422,南大沢,1号,310
H0423,南大沢,1号,230
H0424,南大沢,1号,204
H0425,南大沢,1号,120
H0426,南大沢,AV棟,263
H0428,南大沢,1号,105
H0429,南大沢,1号,310
H0430,南大沢,1号,120
H0431,南大沢,6号,101
H0432,南大沢,1号,110
H0433,南大沢,6号,101
H0434,南大沢,1号,230
H0435,南大沢,1号,309
H0436,南大沢,6号,110
H0437,南大沢,AV棟,263
H0438,南大沢,1号,310
H0440,南大沢,1号,240
H0441,南大沢,1号,210
H0442,南大沢,1号,310
H0443,南大沢,1号,110
H0445,南大沢,6号,101
H0446,南大沢,1号,204
H0447,南大沢,1号,210
H0452,南大沢,1号,310
H0453,南大沢,1号,220
H0454,南大沢,1号,220
H0472,南大沢,1号,203
H0476,南大沢,1号,302
H0477,南大沢,1号,220
H0501,南大沢,1号,209
H0502,南大沢,1号,205
H0503,南大沢,1号,102
H0504,南大沢,1号,204
H0505,南大沢,1号,204
H0902,南大沢,1号,209
H0903,南大沢,1号,209
H0904,南大沢,3号,216
H0905,南大沢,3号,216
I0001,南大沢,12号,102
I0004,南大沢,11号,103
I0006,南大沢,12号,202
I0008,南大沢,1号,103
I0009,南大沢,11号,110
I0010,南大沢,11号,105
I0013,南大沢,12号,202
I0015,南大沢,11号,103
I0016,南大沢,12号,101
I0019,南大沢,12号,101
I0020,南大沢,12号,101
I0022,南大沢,11号,102
I0027,南大沢,12号,102
I0028,南大沢,12号,101
I0029,南大沢,11号,201
I0030,南大沢,8号,386
I0033,南大沢,8号,287
I0034,南大沢,12号,102
I0035,南大沢,12号,105
I0036,南大沢,8号,386
I0039,南大沢,8号,247
I0039,南大沢,8号,263
I0039,南大沢,8号,287
I0040,南大沢,1号,101
I0041,南大沢,1号,208
I0042,南大沢,1号,205
I0043,南大沢,12号,102
I0044,南大沢,12号,101
I0045,南大沢,11号,110
I0046,南大沢,12号,202
I0047,南大沢,12号,102
I0049,南大沢,8号,287
I0051,南大沢,1号,201
I0052,南大沢,1号,201
I0053,南大沢,1号,304
I0054,南大沢,12号,102
I0057,南大沢,情報処理施設,113
I0058,南大沢,11号,105
I0059,南大沢,8号,247
I0059,南大沢,8号,263
I0059,南大沢,8号,287
I0061,南大沢,12号,101
I0062,南大沢,情報処理施設,113
I0063,南大沢,12号,101
I0064,南大沢,1号,203
I0067,南大沢,11号,202
I0072,南大沢,情報処理施設,113
I0074,南大沢,11号,103
I0075,南大沢,12号,102
I0081,南大沢,11号,206
I0082,南大沢,12号,105
I0083,南大沢,11号,110
I0084,南大沢,11号,202
I0085,南大沢,12号,102
I0087,南大沢,12号,102
I0088,南大沢,11号,206
I0089,南大沢,11号,103
I0090,南大沢,11号,101
I0094,南大沢,11号,301
I0094,南大沢,11号,302
I0094,南大沢,8号,388
I0095,南大沢,11号,102
I0097,南大沢,8号,247
I0097,南大沢,8号,263
I0097,南大沢,8号,287
I0100,南大沢,11号,301
I0100,南大沢,11号,302
I0100,南大沢,8号,388
I0105,南大沢,1号,205
I0106,南大沢,12号,102
I0109,南大沢,情報処理施設,113
I0112,南大沢,1号,304
I0113,南大沢,情報処理施設,113
I0114,南大沢,8号,302
I0115,南大沢,12号,101
I0118,南大沢,8号,287
I0120,南大沢,12号,102
I0121,南大沢,情報処理施設,113
I0123,南大沢,1号,209
I0125,南大沢,12号,102
